customer_id,age,age_group,income,product_category,product_name,brand,purchase_frequency,purchase_amount
1117,24,18-25,33000,Home Decor,Clock,IKEA,6,700
1118,26,26-35,35000,Clothing,Shorts,Reebok,7,1300
1119,28,26-35,38000,Electronics,Headphones,AudioTechnica,5,5500
1120,30,26-35,41000,Groceries,Soup,Knorr,8,90
1121,31,26-35,44000,Home Decor,Flowers,Artificial,6,300
1122,33,26-35,47000,Clothing,Jacket,Decathlon,5,2800
1123,35,26-35,50000,Electronics,SmartHome,Amazon,4,3500
1124,36,36-50,53000,Groceries,Cookies,Britannia,7,120
1125,38,36-50,56000,Home Decor,PhotoFrames,IKEA,6,600
1126,40,36-50,59000,Clothing,Sweater,USPA,5,1900
1127,41,36-50,62000,Electronics,GamingConsole,Sony,3,35000
1128,43,36-50,65000,Groceries,Pasta,DelMonte,8,180
1129,45,36-50,68000,Home Decor,WallClock,Quartz,6,1100
1130,46,36-50,71000,Clothing,TShirt,Levis,7,1400
1131,48,36-50,74000,Electronics,VRHeadset,Oculus,3,28000
1132,50,50+,76000,Groceries,Coffee,Nescafe,8,450
1133,52,50+,78000,Home Decor,BedSheet,Portico,5,1800
1134,54,50+,80000,Clothing,Shirt,VanHeusen,6,2600
1135,56,50+,82000,Electronics,Soundbar,Sony,4,12000
1136,58,50+,84000,Groceries,Rice,Daawat,7,1100
1137,60,50+,86000,Clothing,Trousers,Arrow,5,2800
1138,62,50+,88000,Home Decor,Curtains,BombayDyeing,4,3200
1139,64,50+,90000,Electronics,Drone,DJI,2,55000
1140,66,50+,92000,Groceries,Pulses,MMTC,7,320
1141,18,18-25,25000,Clothing,TShirt,HRX,8,900
1142,20,18-25,28000,Electronics,SmartBand,Huawei,7,1500
1143,22,18-25,30000,Groceries,Noodles,TopRamen,9,60
1144,23,18-25,32000,Home Decor,WallStickers,IKEA,6,350
1145,25,18-25,34000,Clothing,Cap,Puma,8,700
1146,27,26-35,36000,Electronics,Speaker,Philips,6,4000
1147,29,26-35,39000,Groceries,Biscuits,Sunfeast,8,80
1148,30,26-35,42000,Home Decor,CushionCovers,IKEA,7,400
1149,32,26-35,45000,Clothing,Jeans,FlyingMachine,6,2000
1150,34,26-35,48000,Electronics,Smartwatch,Noise,5,4500
1151,35,26-35,51000,Groceries,Jam,Kissan,8,140
1152,37,36-50,54000,Home Decor,Rug,Carpet,6,2200
1153,39,36-50,57000,Clothing,Jacket,Wildcraft,5,4200
1154,40,36-50,60000,Electronics,Tablet,Asus,4,18000
1155,42,36-50,63000,Groceries,Mayonnaise,FunFoods,7,160
1156,44,36-50,66000,Home Decor,Lampshade,IKEA,6,500
1157,45,36-50,69000,Clothing,FormalShirt,PeterEngland,6,2400
1158,47,36-50,72000,Electronics,ExternalDrive,Seagate,5,5500
1159,49,36-50,75000,Groceries,Ketchup,Heinz,8,170
1160,51,50+,77000,Home Decor,Curtains,IKEA,5,2900
1161,53,50+,79000,Clothing,Sweater,MonteCarlo,4,2700
1162,55,50+,81000,Electronics,Router,Netgear,5,2000
1163,57,50+,83000,Groceries,Coffee,Bru,8,380
1164,59,50+,85000,Clothing,Shirt,AllenSolly,6,3000
1165,61,50+,87000,Home Decor,WallClock,Ajanta,6,1300
1166,63,50+,89000,Electronics,Printer,HP,4,8000
1167,65,50+,91000,Groceries,Honey,Himalaya,7,290
1168,67,50+,93000,Clothing,Jacket,Woodland,3,4200
1169,19,18-25,26000,Electronics,Headphones,Sony,7,2500
1170,21,18-25,29000,Clothing,TShirt,Adidas,8,1100
1171,23,18-25,31000,Groceries,Chocolate,DairyMilk,9,70
1172,24,18-25,33000,Home Decor,Showpiece,IKEA,6,850
1173,26,26-35,35000,Electronics,Smartwatch,Apple,5,19000
1174,28,26-35,38000,Clothing,Jeans,Levis,7,2100
1175,30,26-35,41000,Groceries,Pasta,Barilla,8,200
1176,31,26-35,44000,Home Decor,Lamp,Philips,6,2800
1177,33,26-35,47000,Clothing,Shorts,Nike,7,1400
1178,35,26-35,50000,Electronics,Speaker,JBL,5,7000
1179,36,36-50,53000,Groceries,Oats,Saffola,7,240
1180,38,36-50,56000,Home Decor,PhotoFrame,IKEA,6,550
1181,40,36-50,59000,Clothing,Jacket,Adidas,5,3800
1182,41,36-50,62000,Electronics,Camera,Sony,4,32000
1183,43,36-50,65000,Groceries,Tea,Tata,8,320
1184,45,36-50,68000,Home Decor,Curtains,IKEA,5,3100
1185,46,36-50,71000,Clothing,Shirt,VanHeusen,6,2400
1186,48,36-50,74000,Electronics,Monitor,BenQ,4,15000
1187,50,50+,76000,Groceries,Rice,IndiaGate,7,1150
1188,52,50+,78000,Home Decor,SofaCover,Godrej,4,1800
1189,54,50+,80000,Clothing,Sweater,AllenSolly,5,2600
1190,56,50+,82000,Electronics,Tablet,Samsung,4,28000
1191,58,50+,84000,Groceries,Flour,Patanjali,8,290
1192,60,50+,86000,Clothing,Jeans,Lee,5,2000
1193,62,50+,88000,Home Decor,Rug,IKEA,4,2400
1194,64,50+,90000,Electronics,Headphones,Bose,3,18000
1195,66,50+,92000,Groceries,Spices,Everest,7,150
1196,68,50+,94000,Clothing,Blazer,LouisPhilippe,3,7500
1197,18,18-25,24000,Electronics,Earbuds,Realme,8,1500
1198,20,18-25,27000,Clothing,Hoodie,HRX,7,1700
1199,22,18-25,29000,Groceries,Snacks,Bingo,9,50
1200,24,18-25,31000,Home Decor,WallLamp,Philips,6,1200
1201,25,18-25,33000,Electronics,PowerBank,Samsung,7,1000
1202,27,26-35,35000,Clothing,TShirt,Puma,8,1000
1203,29,26-35,38000,Groceries,Yogurt,Danone,8,95
1204,31,26-35,41000,Home Decor,Clocks,Ajanta,6,900
1205,32,26-35,44000,Clothing,Jeans,Spykar,7,1900
1206,34,26-35,47000,Electronics,Keyboard,Logitech,6,2200
1207,36,36-50,50000,Groceries,Cheese,Gowardhan,7,240
1208,38,36-50,53000,Home Decor,Cushions,IKEA,6,450
1209,39,36-50,56000,Clothing,Jacket,NorthFace,5,5900
1210,41,36-50,59000,Electronics,Smartwatch,Garmin,4,21000
1211,43,36-50,62000,Groceries,Juice,Real,8,115
1212,45,36-50,65000,Home Decor,Vases,IKEA,5,750
1213,46,36-50,68000,Clothing,FormalShirt,Arrow,6,2700
1214,48,36-50,71000,Electronics,Projector,BenQ,3,38000
1215,50,50+,73000,Groceries,Coffee,Nestle,8,480
1216,52,50+,75000,Home Decor,Bedsheet,BombayDyeing,5,1600
1217,54,50+,77000,Clothing,Sweater,MonteCarlo,4,2500
1218,56,50+,79000,Electronics,Smart TV,MI,4,32000
1219,58,50+,81000,Groceries,Tea,TajMahal,7,310
1220,60,50+,83000,Clothing,Shirt,LouisPhilippe,5,3300
1221,62,50+,85000,Home Decor,Curtains,Portico,4,3000
1222,64,50+,87000,Electronics,Speaker,Sony,3,11000
1223,66,50+,89000,Groceries,Honey,Zandu,7,270
1224,68,50+,91000,Clothing,Jacket,Woodland,3,4000
1225,19,18-25,26000,Electronics,Headphones,JBL,7,3200
1226,21,18-25,29000,Clothing,Shorts,Adidas,8,1200
1227,23,18-25,31000,Groceries,Chips,UncleChips,9,55
1228,25,18-25,33000,Home Decor,PhotoFrames,IKEA,6,450
1229,26,26-35,35000,Electronics,Smartwatch,Amazfit,5,5500
1230,28,26-35,38000,Clothing,Jeans,Wrangler,7,1800
1231,30,26-35,41000,Groceries,Chocolate,Ferrero,8,220
1232,32,26-35,44000,Home Decor,WallArt,IKEA,6,2800
1233,33,26-35,47000,Clothing,Jacket,Columbia,5,4500
1234,35,26-35,50000,Electronics,Camera,Panasonic,4,29000
1235,37,36-50,53000,Groceries,Sauce,Maggi,7,110
1236,39,36-50,56000,Home Decor,Rug,HomeTown,6,2100
1237,40,36-50,59000,Clothing,TShirt,USPA,7,1300
1238,42,36-50,62000,Electronics,Monitor,LG,5,11000
1239,44,36-50,65000,Groceries,Pasta,Bambino,8,160
1240,46,36-50,68000,Home Decor,WallClock,Quartz,6,950
1241,47,36-50,71000,Clothing,Blazer,BlackBerry,4,5800
1242,49,36-50,74000,Electronics,GamingConsole,Microsoft,3,32000
1243,51,50+,76000,Groceries,Rice,Kohinoor,7,1050
1244,53,50+,78000,Home Decor,Carpet,IKEA,5,4200
1245,55,50+,80000,Clothing,Sweater,AllenSolly,5,2800
1246,57,50+,82000,Electronics,Tablet,Lenovo,4,20000
1247,59,50+,84000,Groceries,Flour,ShaktiBhog,8,310
1248,61,50+,86000,Clothing,Jeans,Pepe,5,1700
1249,63,50+,88000,Home Decor,Lamp,Philips,6,3000
1250,65,50+,90000,Electronics,Headphones,Sennheiser,3,13000
1251,67,50+,92000,Groceries,Spices,Catch,7,130
1252,18,18-25,25000,Clothing,Cap,Reebok,8,650
1253,20,18-25,28000,Electronics,Earbuds,Skullcandy,7,2000
1254,22,18-25,30000,Groceries,EnergyDrink,Monster,8,140
1255,24,18-25,32000,Home Decor,Showpiece,HomeTown,6,950
1256,25,18-25,34000,Clothing,TShirt,Nike,8,1400
1257,27,26-35,36000,Electronics,Router,TP-Link,6,1300
1258,29,26-35,39000,Groceries,Biscuits,Parle,8,65
1259,31,26-35,42000,Home Decor,Cushion,IKEA,7,350
1260,32,26-35,45000,Clothing,Jeans,FlyingMachine,6,2100
1261,34,26-35,48000,Electronics,SmartBand,MI,5,1800
1262,36,36-50,51000,Groceries,Jam,Kissan,8,120
1263,38,36-50,54000,Home Decor,Curtains,IKEA,6,2800
1264,39,36-50,57000,Clothing,Jacket,Decathlon,5,3000
1265,41,36-50,60000,Electronics,Keyboard,Corsair,4,5000
1266,43,36-50,63000,Groceries,Mayonnaise,Veeba,7,140
1267,45,36-50,66000,Home Decor,Rug,IKEA,5,2500
1268,46,36-50,69000,Clothing,Shirt,VanHeusen,6,2700
1269,48,36-50,72000,Electronics,ExternalDrive,WD,5,5200
1270,50,50+,74000,Groceries,Coffee,Nescafe,8,420
1271,52,50+,76000,Home Decor,WallClock,Ajanta,6,1100
1272,54,50+,78000,Clothing,Sweater,JohnPlayers,4,2400
1273,56,50+,80000,Electronics,Smartwatch,Fitbit,4,13000
1274,58,50+,82000,Groceries,Tea,Tata,8,340
1275,60,50+,84000,Clothing,Jacket,Wildcraft,4,3500
1276,62,50+,86000,Home Decor,Bedsheet,Portico,5,1500
1277,64,50+,88000,Electronics,Printer,Canon,4,7500
1278,66,50+,90000,Groceries,Honey,Dabur,7,310
1279,68,50+,92000,Clothing,Blazer,Arrow,3,5200
1280,19,18-25,27000,Electronics,Headphones,Boat,7,1400
1281,21,18-25,29000,Clothing,Hoodie,Puma,8,1500
1282,23,18-25,31000,Groceries,Chocolate,Amul,9,85
1283,24,18-25,33000,Home Decor,WallStickers,IKEA,6,250
1284,26,26-35,35000,Electronics,Speaker,UltimateEars,5,14000
1285,28,26-35,38000,Clothing,Jeans,Levis,7,2000
1286,30,26-35,41000,Groceries,Oats,Quaker,8,190
1287,31,26-35,44000,Home Decor,Vases,IKEA,6,650
1288,33,26-35,47000,Clothing,Shorts,HRX,7,1000
1289,35,26-35,50000,Electronics,Smartwatch,Apple,4,21000
1290,36,36-50,53000,Groceries,Pasta,Barilla,8,170
1291,38,36-50,56000,Home Decor,PhotoFrames,IKEA,6,500
1292,40,36-50,59000,Clothing,Jacket,Adidas,5,3600
1293,41,36-50,62000,Electronics,Camera,Nikon,4,34000
1294,43,36-50,65000,Groceries,Soup,Knorr,7,85
1295,45,36-50,68000,Home Decor,Lamp,Philips,6,2600
1296,47,36-50,71000,Clothing,Shirt,AllenSolly,6,2900
1297,48,36-50,74000,Electronics,Monitor,Asus,4,14000
1298,50,50+,76000,Groceries,Rice,Daawat,7,1200
1299,52,50+,78000,Home Decor,Curtains,BombayDyeing,5,2900
1300,54,50+,80000,Clothing,Sweater,MonteCarlo,4,2600
1301,56,50+,82000,Electronics,Tablet,Samsung,4,24000
1302,58,50+,84000,Groceries,Flour,Patanjali,8,280
1303,60,50+,86000,Clothing,Jeans,Lee,5,1900
1304,62,50+,88000,Home Decor,Rug,IKEA,4,2300
1305,64,50+,90000,Electronics,Headphones,Bose,3,16000
1306,66,50+,92000,Groceries,Spices,MDH,7,160
1307,68,50+,94000,Clothing,Jacket,NorthFace,3,6100
1308,18,18-25,25000,Electronics,Earbuds,Realme,8,1300
1309,20,18-25,28000,Clothing,TShirt,Adidas,8,1000
1310,22,18-25,30000,Groceries,Snacks,PepsiCo,9,180
1311,23,18-25,32000,Home Decor,WallLamp,IKEA,6,1100
1312,25,18-25,34000,Electronics,PowerBank,MI,7,1100
1313,27,26-35,36000,Clothing,Jeans,Spykar,7,1800
1314,29,26-35,39000,Groceries,Yogurt,Amul,8,90
1315,30,26-35,42000,Home Decor,Clock,Ajanta,6,1400
1316,32,26-35,45000,Clothing,Jacket,Columbia,5,4800
1317,34,26-35,48000,Electronics,Keyboard,Razer,5,3800
1318,35,26-35,51000,Groceries,Cheese,Amul,7,220
1319,37,36-50,54000,Home Decor,Cushions,IKEA,6,400
1320,39,36-50,57000,Clothing,Trousers,PeterEngland,7,2100
1321,40,36-50,60000,Electronics,Smartwatch,Samsung,5,15000
1322,42,36-50,63000,Groceries,Juice,Tropicana,8,110
1323,44,36-50,66000,Home Decor,WallArt,IKEA,5,3200
1324,46,36-50,69000,Clothing,FormalShirt,Arrow,6,2500
1325,47,36-50,72000,Electronics,Projector,ViewSonic,3,29000
1326,49,36-50,75000,Groceries,Coffee,Starbucks,7,600
1327,51,50+,77000,Home Decor,Bedsheet,Portico,5,1700
1328,53,50+,79000,Clothing,Sweater,AllenSolly,4,2500
1329,55,50+,81000,Electronics,Smart TV,LG,4,43000
1330,57,50+,83000,Groceries,Tea,Tetley,8,290
1331,59,50+,85000,Clothing,Shirt,VanHeusen,6,2600
1332,61,50+,87000,Home Decor,Curtains,IKEA,4,3100
1333,63,50+,89000,Electronics,Speaker,JBL,3,8000
1334,65,50+,91000,Groceries,Honey,Natural,7,330
1335,67,50+,93000,Clothing,Jacket,Woodland,3,3900
1336,19,18-25,26000,Electronics,Headphones,Sony,7,2700
1337,21,18-25,29000,Clothing,Cap,Nike,8,750
1338,23,18-25,31000,Groceries,Chips,Lays,9,65
1339,24,18-25,33000,Home Decor,PhotoFrames,IKEA,6,420
1340,26,26-35,35000,Electronics,Smartwatch,Amazfit,5,5200
1341,28,26-35,38000,Clothing,Jeans,Wrangler,7,1700
1342,30,26-35,41000,Groceries,Chocolate,DairyMilk,8,80
1343,31,26-35,44000,Home Decor,Rug,IKEA,6,1800
1344,33,26-35,47000,Clothing,Shorts,Adidas,7,1300
1345,35,26-35,50000,Electronics,Camera,Canon,4,36000
1346,36,36-50,53000,Groceries,Sauce,Heinz,7,180
1347,38,36-50,56000,Home Decor,WallClock,Quartz,6,800
1348,40,36-50,59000,Clothing,Jacket,Wildcraft,5,4000
1349,41,36-50,62000,Electronics,Monitor,Dell,5,13000
1350,43,36-50,65000,Groceries,Pasta,DelMonte,8,150
1351,45,36-50,68000,Home Decor,Lampshade,IKEA,6,550
1352,46,36-50,71000,Clothing,Blazer,BlackBerry,4,5400
1353,48,36-50,74000,Electronics,GamingConsole,Nintendo,3,25000
1354,50,50+,76000,Groceries,Rice,IndiaGate,7,1100
1355,52,50+,78000,Home Decor,Carpet,IKEA,5,3900
1356,54,50+,80000,Clothing,Sweater,JohnPlayers,4,2300
1357,56,50+,82000,Electronics,Tablet,Lenovo,4,19000
1358,58,50+,84000,Groceries,Flour,Ashirwad,8,300
1359,60,50+,86000,Clothing,Jeans,Pepe,5,1600
1360,62,50+,88000,Home Decor,Lamp,Philips,6,2800
1361,64,50+,90000,Electronics,Headphones,Sennheiser,3,12000
1362,66,50+,92000,Groceries,Spices,Everest,7,140
1363,18,18-25,24000,Clothing,Hoodie,HRX,8,1600
1364,20,18-25,27000,Electronics,Earbuds,Noise,7,1400
1365,22,18-25,29000,Groceries,EnergyDrink,RedBull,8,150
1366,24,18-25,31000,Home Decor,Showpiece,IKEA,6,900
1367,25,18-25,33000,Clothing,TShirt,Puma,8,1000
1368,27,26-35,35000,Electronics,Router,Netgear,6,1900
1369,29,26-35,38000,Groceries,Biscuits,Britannia,8,110
1370,31,26-35,41000,Home Decor,Cushion,IKEA,7,380
1371,32,26-35,44000,Clothing,Jeans,FlyingMachine,6,2000
1372,34,26-35,47000,Electronics,SmartBand,Huawei,5,1600
1373,36,36-50,50000,Groceries,Jam,Kissan,8,130
1374,38,36-50,53000,Home Decor,Curtains,IKEA,6,2700
1375,39,36-50,56000,Clothing,Jacket,Decathlon,5,3100
1376,41,36-50,59000,Electronics,Keyboard,Logitech,4,2400
1377,43,36-50,62000,Groceries,Mayonnaise,FunFoods,7,150
1378,45,36-50,65000,Home Decor,Rug,HomeTown,5,2600
1379,46,36-50,68000,Clothing,Shirt,VanHeusen,6,2800
1380,48,36-50,71000,Electronics,ExternalDrive,Toshiba,5,5000
1381,50,50+,73000,Groceries,Coffee,Nestle,8,450
1382,52,50+,75000,Home Decor,WallClock,Titan,6,1200
1383,54,50+,77000,Clothing,Sweater,MonteCarlo,4,2400
1384,56,50+,79000,Electronics,Smartwatch,Garmin,4,18000
1385,58,50+,81000,Groceries,Tea,Tata,8,330
1386,60,50+,83000,Clothing,Jacket,AllenSolly,4,3000
1387,62,50+,85000,Home Decor,Bedsheet,BombayDyeing,5,1600
1388,64,50+,87000,Electronics,Printer,Epson,4,7200
1389,66,50+,89000,Groceries,Honey,Himalaya,7,280
1390,68,50+,91000,Clothing,Blazer,LouisPhilippe,3,5000
1391,19,18-25,26000,Electronics,Headphones,JBL,7,3400
1392,21,18-25,29000,Clothing,Shorts,Reebok,8,1100
1393,23,18-25,31000,Groceries,Chocolate,KitKat,9,70
1394,24,18-25,33000,Home Decor,WallStickers,IKEA,6,280
1395,26,26-35,35000,Electronics,Speaker,Philips,6,4500
1396,28,26-35,38000,Clothing,Jeans,Levis,7,2100
1397,30,26-35,41000,Groceries,Oats,Saffola,8,210
1398,31,26-35,44000,Home Decor,Vases,IKEA,6,600
1399,33,26-35,47000,Clothing,Jacket,NorthFace,5,5600
1400,35,26-35,50000,Electronics,Smartwatch,Apple,4,19000
1401,36,36-50,53000,Groceries,Pasta,Barilla,8,160
1402,38,36-50,56000,Home Decor,PhotoFrames,IKEA,6,480
1403,40,36-50,59000,Clothing,TShirt,USPA,7,1400
1404,41,36-50,62000,Electronics,Camera,Sony,4,30000
1405,43,36-50,65000,Groceries,Soup,Knorr,7,95
1406,45,36-50,68000,Home Decor,Lamp,Philips,6,2700
1407,47,36-50,71000,Clothing,FormalShirt,PeterEngland,6,2300
1408,48,36-50,74000,Electronics,Monitor,BENQ,4,13000
1409,50,50+,76000,Groceries,Rice,Kohinoor,7,1150
1410,52,50+,78000,Home Decor,Curtains,IKEA,5,3000
1411,54,50+,80000,Clothing,Sweater,AllenSolly,4,2700
1412,56,50+,82000,Electronics,Tablet,Samsung,4,23000
1413,58,50+,84000,Groceries,Flour,ShaktiBhog,8,290
1414,60,50+,86000,Clothing,Jeans,Lee,5,1800
1415,62,50+,88000,Home Decor,Rug,IKEA,4,2100
1416,64,50+,90000,Electronics,Headphones,Bose,3,15000
1417,66,50+,92000,Groceries,Spices,MDH,7,150
1418,68,50+,94000,Clothing,Jacket,Columbia,3,5200
1419,18,18-25,25000,Electronics,Earbuds,Boat,8,1600
1420,20,18-25,28000,Clothing,TShirt,Nike,8,1300
1421,22,18-25,30000,Groceries,Snacks,PepsiCo,9,170
1422,23,18-25,32000,Home Decor,WallLamp,Philips,6,1000
1423,25,18-25,34000,Electronics,PowerBank,Anker,7,1200
1424,27,26-35,36000,Clothing,Jeans,Spykar,7,1700
1425,29,26-35,39000,Groceries,Yogurt,Danone,8,100
1426,30,26-35,42000,Home Decor,Clock,Ajanta,6,1300
1427,32,26-35,45000,Clothing,Jacket,Adidas,5,3500
1428,34,26-35,48000,Electronics,Keyboard,Corsair,5,4200
1429,35,26-35,51000,Groceries,Cheese,Gowardhan,7,210
1430,37,36-50,54000,Home Decor,Cushions,IKEA,6,370
1431,39,36-50,57000,Clothing,Trousers,Arrow,7,2200
1432,40,36-50,60000,Electronics,Smartwatch,Samsung,5,14000
1433,42,36-50,63000,Groceries,Juice,Real,8,100
1434,44,36-50,66000,Home Decor,WallArt,IKEA,5,3000
1435,46,36-50,69000,Clothing,Shirt,AllenSolly,6,3000
1436,47,36-50,72000,Electronics,Projector,Epson,3,32000
